Time_hours,Time_minutes,Sensor,Type,Measurement
2.88,172.8,PMU-705-A-Vmag,PMU,1.7515393
2.96,177.6,PMU-705-A-Vmag,PMU,1.7515628
3.04,182.4,PMU-705-A-Vmag,PMU,1.7509464
3.12,187.2,PMU-705-A-Vmag,PMU,1.7515229
3.2,192.0,PMU-705-A-Vmag,PMU,1.7511411
3.28,196.8,PMU-705-A-Vmag,PMU,1.7514368
3.36,201.59999,PMU-705-A-Vmag,PMU,1.7505376
3.44,206.40001,PMU-705-A-Vmag,PMU,1.7509845
3.52,211.2,PMU-705-A-Vmag,PMU,1.7505307
3.6,216.0,PMU-705-A-Vmag,PMU,1.7511421
3.68,220.8,PMU-705-A-Vmag,PMU,1.7504973
3.76,225.6,PMU-705-A-Vmag,PMU,1.7506441
3.84,230.4,PMU-705-A-Vmag,PMU,1.7499806
3.92,235.20001,PMU-705-A-Vmag,PMU,1.750555
4.0,240.0,PMU-705-A-Vmag,PMU,1.7503071
4.08,244.79999,PMU-705-A-Vmag,PMU,1.7505165
4.16,249.59999,PMU-705-A-Vmag,PMU,1.7498633
4.24,254.4,PMU-705-A-Vmag,PMU,1.749938
4.32,259.2,PMU-705-A-Vmag,PMU,1.7499157
4.4,264.0,PMU-705-A-Vmag,PMU,1.7501357
4.48,268.8,PMU-705-A-Vmag,PMU,1.7499914
4.56,273.6,PMU-705-A-Vmag,PMU,1.7496325
4.64,278.4,PMU-705-A-Vmag,PMU,1.7496086
4.72,283.19998,PMU-705-A-Vmag,PMU,1.749621
4.8,288.0,PMU-705-A-Vmag,PMU,1.7499789
4.88,292.80002,PMU-705-A-Vmag,PMU,1.7495666
4.96,297.6,PMU-705-A-Vmag,PMU,1.7496195
5.04,302.4,PMU-705-A-Vmag,PMU,1.7483314
5.12,307.19998,PMU-705-A-Vmag,PMU,1.747531
5.2,312.0,PMU-705-A-Vmag,PMU,1.7456713
5.28,316.80002,PMU-705-A-Vmag,PMU,1.7446629
5.36,321.6,PMU-705-A-Vmag,PMU,1.7422572
5.44,326.4,PMU-705-A-Vmag,PMU,1.741233
5.52,331.2,PMU-705-A-Vmag,PMU,1.7393512
5.6,336.0,PMU-705-A-Vmag,PMU,1.7386408
5.68,340.8,PMU-705-A-Vmag,PMU,1.7365507
5.76,345.6,PMU-705-A-Vmag,PMU,1.7353234
5.84,350.40002,PMU-705-A-Vmag,PMU,1.7332191
5.92,355.2,PMU-705-A-Vmag,PMU,1.7323743
6.0,360.0,PMU-705-A-Vmag,PMU,1.7405261
6.08,364.8,PMU-705-A-Vmag,PMU,1.7392669
6.16,369.59998,PMU-705-A-Vmag,PMU,1.7372477
6.24,374.4,PMU-705-A-Vmag,PMU,1.73588
6.32,379.2,PMU-705-A-Vmag,PMU,1.7343788
6.4,384.0,PMU-705-A-Vmag,PMU,1.7331883
6.48,388.8,PMU-705-A-Vmag,PMU,1.7316076
6.56,393.6,PMU-705-A-Vmag,PMU,1.729723
6.64,398.4,PMU-705-A-Vmag,PMU,1.7283162
6.72,403.19998,PMU-705-A-Vmag,PMU,1.7268925
6.8,408.0,PMU-705-A-Vmag,PMU,1.7258275
6.88,412.80002,PMU-705-A-Vmag,PMU,1.7238997
6.96,417.6,PMU-705-A-Vmag,PMU,1.7226068
7.04,422.4,PMU-705-A-Vmag,PMU,1.7205343
7.12,427.19998,PMU-705-A-Vmag,PMU,1.7197806
7.2,432.0,PMU-705-A-Vmag,PMU,1.7180276
7.28,436.80002,PMU-705-A-Vmag,PMU,1.7169946
7.36,441.6,PMU-705-A-Vmag,PMU,1.7146789
7.44,446.4,PMU-705-A-Vmag,PMU,1.713635
7.52,451.2,PMU-705-A-Vmag,PMU,1.711828
7.6,456.0,PMU-705-A-Vmag,PMU,1.7110957
7.68,460.8,PMU-705-A-Vmag,PMU,1.7089975
7.76,465.6,PMU-705-A-Vmag,PMU,1.7077047
7.84,470.40002,PMU-705-A-Vmag,PMU,1.705642
7.92,475.2,PMU-705-A-Vmag,PMU,1.7048165
8.0,480.0,PMU-705-A-Vmag,PMU,1.7031435
8.08,484.8,PMU-705-A-Vmag,PMU,1.7019668
8.16,489.59998,PMU-705-A-Vmag,PMU,1.7000582
8.24,494.4,PMU-705-A-Vmag,PMU,1.6986738
8.32,499.19998,PMU-705-A-Vmag,PMU,1.6972411
8.4,503.99997,PMU-705-A-Vmag,PMU,1.6960876
8.48,508.8,PMU-705-A-Vmag,PMU,1.694506
8.56,513.60004,PMU-705-A-Vmag,PMU,1.6926575
8.64,518.4,PMU-705-A-Vmag,PMU,1.6913074
8.72,523.2,PMU-705-A-Vmag,PMU,1.6898177
8.8,528.0,PMU-705-A-Vmag,PMU,1.6888638
8.88,532.8,PMU-705-A-Vmag,PMU,1.6869494
8.96,537.6,PMU-705-A-Vmag,PMU,1.6856681
9.04,542.4,PMU-705-A-Vmag,PMU,1.6709478
9.12,547.2,PMU-705-A-Vmag,PMU,1.6716993
9.2,552.0,PMU-705-A-Vmag,PMU,1.6715374
9.28,556.8,PMU-705-A-Vmag,PMU,1.6721914
9.36,561.6,PMU-705-A-Vmag,PMU,1.6713808
9.44,566.39996,PMU-705-A-Vmag,PMU,1.6720829
9.52,571.2,PMU-705-A-Vmag,PMU,1.6718208
9.6,576.0,PMU-705-A-Vmag,PMU,1.6727332
9.68,580.80005,PMU-705-A-Vmag,PMU,1.6721464
9.76,585.60004,PMU-705-A-Vmag,PMU,1.6726531
9.84,590.4,PMU-705-A-Vmag,PMU,1.6721141
9.92,595.2,PMU-705-A-Vmag,PMU,1.6729058
10.0,600.0,PMU-705-A-Vmag,PMU,1.6729333
10.08,604.8,PMU-705-A-Vmag,PMU,1.673319
10.16,609.6,PMU-705-A-Vmag,PMU,1.6729233
10.24,614.39996,PMU-705-A-Vmag,PMU,1.6731666
10.32,619.19995,PMU-705-A-Vmag,PMU,1.6733856
10.4,624.0,PMU-705-A-Vmag,PMU,1.673794
10.48,628.8,PMU-705-A-Vmag,PMU,1.673901
10.56,633.60004,PMU-705-A-Vmag,PMU,1.673724
10.64,638.4,PMU-705-A-Vmag,PMU,1.6738728
10.72,643.2,PMU-705-A-Vmag,PMU,1.6740731
10.8,648.0,PMU-705-A-Vmag,PMU,1.6747669
10.88,652.8,PMU-705-A-Vmag,PMU,1.6744051
10.96,657.6,PMU-705-A-Vmag,PMU,1.6747293
11.04,662.4,PMU-705-A-Vmag,PMU,1.6743741
11.12,667.2,PMU-705-A-Vmag,PMU,1.6752404
11.2,672.0,PMU-705-A-Vmag,PMU,1.6750376
11.28,676.8,PMU-705-A-Vmag,PMU,1.675678
11.36,681.6,PMU-705-A-Vmag,PMU,1.6750125
11.44,686.39996,PMU-705-A-Vmag,PMU,1.675713
11.52,691.2,PMU-705-A-Vmag,PMU,1.6754787
11.6,696.0,PMU-705-A-Vmag,PMU,1.6764505
11.68,700.80005,PMU-705-A-Vmag,PMU,1.6759953
11.76,705.60004,PMU-705-A-Vmag,PMU,1.6764429
11.84,710.4,PMU-705-A-Vmag,PMU,1.6759387
11.92,715.2,PMU-705-A-Vmag,PMU,1.6767831
12.0,720.0,PMU-705-A-Vmag,PMU,1.6767579
12.08,724.8,PMU-705-A-Vmag,PMU,1.6782602
12.16,729.6,PMU-705-A-Vmag,PMU,1.6794474
12.24,734.39996,PMU-705-A-Vmag,PMU,1.6807747
12.32,739.19995,PMU-705-A-Vmag,PMU,1.6820918
12.4,744.0,PMU-705-A-Vmag,PMU,1.683612
12.48,748.8,PMU-705-A-Vmag,PMU,1.6847734
12.56,753.60004,PMU-705-A-Vmag,PMU,1.6856579
12.64,758.4,PMU-705-A-Vmag,PMU,1.6869324
12.72,763.2,PMU-705-A-Vmag,PMU,1.6881193
12.8,768.0,PMU-705-A-Vmag,PMU,1.6898949
12.88,772.8,PMU-705-A-Vmag,PMU,1.6905884
12.96,777.6,PMU-705-A-Vmag,PMU,1.6919569
13.04,782.4,PMU-705-A-Vmag,PMU,1.6926129
13.12,787.2,PMU-705-A-Vmag,PMU,1.6945952
13.2,792.0,PMU-705-A-Vmag,PMU,1.6954472
13.28,796.8,PMU-705-A-Vmag,PMU,1.6971552
13.36,801.6,PMU-705-A-Vmag,PMU,1.6975125
13.44,806.39996,PMU-705-A-Vmag,PMU,1.699206
13.52,811.2,PMU-705-A-Vmag,PMU,1.6999897
13.6,816.0,PMU-705-A-Vmag,PMU,1.702013
13.68,820.80005,PMU-705-A-Vmag,PMU,1.7025958
13.76,825.60004,PMU-705-A-Vmag,PMU,1.7040423
13.84,830.4,PMU-705-A-Vmag,PMU,1.7045702
13.92,835.2,PMU-705-A-Vmag,PMU,1.7063893
14.0,840.0,PMU-705-A-Vmag,PMU,1.7074122
14.08,844.8,PMU-705-A-Vmag,PMU,1.7070155
14.16,849.6,PMU-705-A-Vmag,PMU,1.7058493
14.24,854.39996,PMU-705-A-Vmag,PMU,1.7052165
14.32,859.19995,PMU-705-A-Vmag,PMU,1.7045491
14.4,864.0,PMU-705-A-Vmag,PMU,1.7041608
14.48,868.8,PMU-705-A-Vmag,PMU,1.7033821
14.56,873.60004,PMU-705-A-Vmag,PMU,1.7023349
14.64,878.4,PMU-705-A-Vmag,PMU,1.7018307
14.72,883.2,PMU-705-A-Vmag,PMU,1.701053
14.8,888.0,PMU-705-A-Vmag,PMU,1.7008721
14.88,892.8,PMU-705-A-Vmag,PMU,1.6997104
14.96,897.6,PMU-705-A-Vmag,PMU,1.6991049
15.04,902.4,PMU-705-A-Vmag,PMU,1.6977763
15.12,907.2,PMU-705-A-Vmag,PMU,1.6978173
15.2,912.0,PMU-705-A-Vmag,PMU,1.6967746
15.28,916.8,PMU-705-A-Vmag,PMU,1.6965482
15.36,921.6,PMU-705-A-Vmag,PMU,1.6949818
15.44,926.39996,PMU-705-A-Vmag,PMU,1.6947622
15.52,931.2,PMU-705-A-Vmag,PMU,1.6935749
15.6,936.0,PMU-705-A-Vmag,PMU,1.6936822
15.68,940.80005,PMU-705-A-Vmag,PMU,1.6923182
15.76,945.60004,PMU-705-A-Vmag,PMU,1.6917542
15.84,950.4,PMU-705-A-Vmag,PMU,1.6904756
15.92,955.2,PMU-705-A-Vmag,PMU,1.690454
16.0,960.0,PMU-705-A-Vmag,PMU,1.6894424
16.08,964.8,PMU-705-A-Vmag,PMU,1.6889266
16.16,969.6,PMU-705-A-Vmag,PMU,1.6876483
16.24,974.39996,PMU-705-A-Vmag,PMU,1.6870304
16.32,979.19995,PMU-705-A-Vmag,PMU,1.686303
16.4,984.0,PMU-705-A-Vmag,PMU,1.6857806
16.48,988.8,PMU-705-A-Vmag,PMU,1.6848968
16.56,993.6,PMU-705-A-Vmag,PMU,1.6838107
16.64,998.39996,PMU-705-A-Vmag,PMU,1.6831238
16.72,1003.19995,PMU-705-A-Vmag,PMU,1.6823155
16.8,1007.99994,PMU-705-A-Vmag,PMU,1.6819689
16.88,1012.7999,PMU-705-A-Vmag,PMU,1.6807634
16.96,1017.6,PMU-705-A-Vmag,PMU,1.6801234
17.04,1022.4,PMU-705-A-Vmag,PMU,1.6787665
17.12,1027.2001,PMU-705-A-Vmag,PMU,1.6787161
17.2,1032.0,PMU-705-A-Vmag,PMU,1.677006
17.28,1036.8,PMU-705-A-Vmag,PMU,1.6767668
17.36,1041.6001,PMU-705-A-Vmag,PMU,1.675035
17.44,1046.4,PMU-705-A-Vmag,PMU,1.6747988
17.52,1051.2001,PMU-705-A-Vmag,PMU,1.673585
17.6,1056.0,PMU-705-A-Vmag,PMU,1.6735481
17.68,1060.8,PMU-705-A-Vmag,PMU,1.6721382
17.76,1065.6,PMU-705-A-Vmag,PMU,1.6716366
17.84,1070.4,PMU-705-A-Vmag,PMU,1.6702935
17.92,1075.2,PMU-705-A-Vmag,PMU,1.670142
18.0,1080.0,PMU-705-A-Vmag,PMU,1.669165
18.08,1084.8,PMU-705-A-Vmag,PMU,1.6685498
18.16,1089.6,PMU-705-A-Vmag,PMU,1.6670933
18.24,1094.4,PMU-705-A-Vmag,PMU,1.6663654
18.32,1099.2,PMU-705-A-Vmag,PMU,1.6655935
18.4,1104.0,PMU-705-A-Vmag,PMU,1.6651545
18.48,1108.7999,PMU-705-A-Vmag,PMU,1.6642007
18.56,1113.6,PMU-705-A-Vmag,PMU,1.6629589
18.64,1118.3999,PMU-705-A-Vmag,PMU,1.662263
18.72,1123.2,PMU-705-A-Vmag,PMU,1.6614331
18.8,1128.0,PMU-705-A-Vmag,PMU,1.6610307
18.88,1132.7999,PMU-705-A-Vmag,PMU,1.6597654
18.96,1137.6,PMU-705-A-Vmag,PMU,1.6590935
19.04,1142.4,PMU-705-A-Vmag,PMU,1.6578587
19.12,1147.2001,PMU-705-A-Vmag,PMU,1.6580381
19.2,1152.0,PMU-705-A-Vmag,PMU,1.6571294
19.28,1156.8,PMU-705-A-Vmag,PMU,1.6570853
19.36,1161.6001,PMU-705-A-Vmag,PMU,1.6556921
19.44,1166.4,PMU-705-A-Vmag,PMU,1.6555793
19.52,1171.2001,PMU-705-A-Vmag,PMU,1.6536585
19.6,1176.0,PMU-705-A-Vmag,PMU,1.6538879
19.68,1180.8,PMU-705-A-Vmag,PMU,1.6526997
19.76,1185.6,PMU-705-A-Vmag,PMU,1.6523703
19.84,1190.4,PMU-705-A-Vmag,PMU,1.6510605
19.92,1195.2,PMU-705-A-Vmag,PMU,1.6511533
20.0,1200.0,PMU-705-A-Vmag,PMU,1.650396
20.08,1204.8,PMU-705-A-Vmag,PMU,1.650097
20.16,1209.6,PMU-705-A-Vmag,PMU,1.6489383
20.24,1214.4,PMU-705-A-Vmag,PMU,1.6485107
20.32,1219.2,PMU-705-A-Vmag,PMU,1.6479411
20.4,1224.0,PMU-705-A-Vmag,PMU,1.6476046
20.48,1228.7999,PMU-705-A-Vmag,PMU,1.6469679
20.56,1233.6,PMU-705-A-Vmag,PMU,1.6460665
20.64,1238.3999,PMU-705-A-Vmag,PMU,1.645564
20.72,1243.2,PMU-705-A-Vmag,PMU,1.6448992
20.8,1248.0,PMU-705-A-Vmag,PMU,1.6448331
20.88,1252.7999,PMU-705-A-Vmag,PMU,1.6438196
20.96,1257.6,PMU-705-A-Vmag,PMU,1.6433263
21.04,1262.4,PMU-705-A-Vmag,PMU,1.6437136
21.12,1267.2001,PMU-705-A-Vmag,PMU,1.6469914
21.2,1272.0,PMU-705-A-Vmag,PMU,1.649252
21.28,1276.8,PMU-705-A-Vmag,PMU,1.6522505
21.36,1281.6001,PMU-705-A-Vmag,PMU,1.653993
21.44,1286.4,PMU-705-A-Vmag,PMU,1.6580453
21.52,1291.2001,PMU-705-A-Vmag,PMU,1.6603014
21.6,1296.0,PMU-705-A-Vmag,PMU,1.663602
21.68,1300.8,PMU-705-A-Vmag,PMU,1.6656424
21.76,1305.6,PMU-705-A-Vmag,PMU,1.6684577
21.84,1310.4,PMU-705-A-Vmag,PMU,1.6705146
21.92,1315.2,PMU-705-A-Vmag,PMU,1.6744914
22.0,1320.0,PMU-705-A-Vmag,PMU,1.6770154
22.08,1324.8,PMU-705-A-Vmag,PMU,1.6799097
22.16,1329.6,PMU-705-A-Vmag,PMU,1.6820369
22.24,1334.4,PMU-705-A-Vmag,PMU,1.6848177
22.32,1339.2,PMU-705-A-Vmag,PMU,1.6875651
22.4,1344.0,PMU-705-A-Vmag,PMU,1.6904447
22.48,1348.7999,PMU-705-A-Vmag,PMU,1.6930187
22.56,1353.6,PMU-705-A-Vmag,PMU,1.6953521
22.64,1358.3999,PMU-705-A-Vmag,PMU,1.6980647
22.72,1363.2,PMU-705-A-Vmag,PMU,1.7005726
22.8,1368.0,PMU-705-A-Vmag,PMU,1.7036815
22.88,1372.7999,PMU-705-A-Vmag,PMU,1.705926
22.96,1377.6,PMU-705-A-Vmag,PMU,1.708633
23.04,1382.4,PMU-705-A-Vmag,PMU,1.7106718
23.12,1387.2001,PMU-705-A-Vmag,PMU,1.7140452
23.2,1392.0,PMU-705-A-Vmag,PMU,1.7162999
23.28,1396.8,PMU-705-A-Vmag,PMU,1.719334
23.36,1401.6001,PMU-705-A-Vmag,PMU,1.7210509
23.44,1406.4,PMU-705-A-Vmag,PMU,1.7241107
23.52,1411.2001,PMU-705-A-Vmag,PMU,1.7262738
23.6,1416.0,PMU-705-A-Vmag,PMU,1.7296559
23.68,1420.8,PMU-705-A-Vmag,PMU,1.7315958
23.76,1425.6,PMU-705-A-Vmag,PMU,1.734338
23.84,1430.4,PMU-705-A-Vmag,PMU,1.7361621
23.92,1435.2,PMU-705-A-Vmag,PMU,1.7394652
0.0,0.0,PMU-705-B-Vmag,PMU,1.7838159
0.08,4.7999997,PMU-705-B-Vmag,PMU,1.78364
0.16,9.599999,PMU-705-B-Vmag,PMU,1.7834924
0.24,14.4,PMU-705-B-Vmag,PMU,1.7833718
0.32,19.199999,PMU-705-B-Vmag,PMU,1.7830817
0.4,24.0,PMU-705-B-Vmag,PMU,1.7834159
0.48,28.8,PMU-705-B-Vmag,PMU,1.7828963
0.56,33.6,PMU-705-B-Vmag,PMU,1.7832987
0.64,38.399998,PMU-705-B-Vmag,PMU,1.782468
0.72,43.2,PMU-705-B-Vmag,PMU,1.7830992
0.8,48.0,PMU-705-B-Vmag,PMU,1.7823273
0.88,52.8,PMU-705-B-Vmag,PMU,1.7831699
0.96,57.6,PMU-705-B-Vmag,PMU,1.7820961
1.04,62.399998,PMU-705-B-Vmag,PMU,1.78281
1.12,67.2,PMU-705-B-Vmag,PMU,1.7818115
1.2,72.0,PMU-705-B-Vmag,PMU,1.7827401
1.28,76.799995,PMU-705-B-Vmag,PMU,1.7817547
1.36,81.6,PMU-705-B-Vmag,PMU,1.7824998
1.44,86.4,PMU-705-B-Vmag,PMU,1.781439
1.52,91.2,PMU-705-B-Vmag,PMU,1.7822279
1.6,96.0,PMU-705-B-Vmag,PMU,1.7814598
1.68,100.799995,PMU-705-B-Vmag,PMU,1.7820745
1.76,105.6,PMU-705-B-Vmag,PMU,1.7813662
1.84,110.4,PMU-705-B-Vmag,PMU,1.7816557
1.92,115.2,PMU-705-B-Vmag,PMU,1.7811806
2.0,120.0,PMU-705-B-Vmag,PMU,1.7814759
2.08,124.799995,PMU-705-B-Vmag,PMU,1.7813457
2.16,129.6,PMU-705-B-Vmag,PMU,1.7811573
2.24,134.4,PMU-705-B-Vmag,PMU,1.7810547
2.32,139.2,PMU-705-B-Vmag,PMU,1.7808198
2.4,144.0,PMU-705-B-Vmag,PMU,1.7811877
2.48,148.8,PMU-705-B-Vmag,PMU,1.7807543
2.56,153.59999,PMU-705-B-Vmag,PMU,1.7811104
2.64,158.40001,PMU-705-B-Vmag,PMU,1.7802536
2.72,163.2,PMU-705-B-Vmag,PMU,1.7809612
2.8,168.0,PMU-705-B-Vmag,PMU,1.7802106
2.88,172.8,PMU-705-B-Vmag,PMU,1.7810365
2.96,177.6,PMU-705-B-Vmag,PMU,1.7799448
3.04,182.4,PMU-705-B-Vmag,PMU,1.7807801
3.12,187.2,PMU-705-B-Vmag,PMU,1.7797482
3.2,192.0,PMU-705-B-Vmag,PMU,1.7807136
3.28,196.8,PMU-705-B-Vmag,PMU,1.7797648
3.36,201.59999,PMU-705-B-Vmag,PMU,1.780521
3.44,206.40001,PMU-705-B-Vmag,PMU,1.7795205
3.52,211.2,PMU-705-B-Vmag,PMU,1.7803067
3.6,216.0,PMU-705-B-Vmag,PMU,1.7795936
3.68,220.8,PMU-705-B-Vmag,PMU,1.7802387
3.76,225.6,PMU-705-B-Vmag,PMU,1.7795731
3.84,230.4,PMU-705-B-Vmag,PMU,1.7798455
3.92,235.20001,PMU-705-B-Vmag,PMU,1.7795104
4.0,240.0,PMU-705-B-Vmag,PMU,1.7797858
4.08,244.79999,PMU-705-B-Vmag,PMU,1.7796615
4.16,249.59999,PMU-705-B-Vmag,PMU,1.7795289
4.24,254.4,PMU-705-B-Vmag,PMU,1.7794905
4.32,259.2,PMU-705-B-Vmag,PMU,1.7792386
4.4,264.0,PMU-705-B-Vmag,PMU,1.7796814
4.48,268.8,PMU-705-B-Vmag,PMU,1.779218
